id,date,dotw,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
8,5/9/2016,Monday,3090,2.079999924,2.079999924,0,0,0,2.079999924,0,0,0,145,1295,1630
8,5/10/2016,Tuesday,6227,4.199999809,4.199999809,0,0,0,4.199999809,0,0,0,290,1150,1899
8,5/11/2016,Wednesday,6424,4.329999924,4.329999924,0,0,0,4.329999924,0,0,0,300,1140,1903
8,5/12/2016,Thursday,2661,1.789999962,1.789999962,0,0,0,1.789999962,0,0,0,128,830,1125
9,4/12/2016,Tuesday,10113,6.829999924,6.829999924,0,2,0.620000005,4.199999809,0,28,13,320,964,2344
9,4/13/2016,Wednesday,10352,7.010000229,7.010000229,0,1.659999967,1.940000057,3.410000086,0,19,32,195,676,2038
9,4/14/2016,Thursday,10129,6.699999809,6.699999809,0,0.02,2.74000001,3.940000057,0,1,48,206,705,2010
9,4/15/2016,Friday,10465,6.920000076,6.920000076,0,0.07,1.419999957,5.429999828,0,1,24,284,720,2133
9,4/16/2016,Saturday,22244,15.07999992,15.07999992,0,5.449999809,4.099999905,5.53000021,0,66,72,268,968,2670
9,4/17/2016,Sunday,5472,3.619999886,3.619999886,0,0.079999998,0.280000001,3.25999999,0,1,7,249,508,1882
9,4/18/2016,Monday,8247,5.449999809,5.449999809,0,0.790000021,0.860000014,3.789999962,0,11,16,206,678,1944
9,4/19/2016,Tuesday,6711,4.440000057,4.440000057,0,0,0,4.440000057,0,0,7,382,648,2346
9,4/20/2016,Wednesday,10999,7.269999981,7.269999981,0,0.680000007,1.809999943,4.78000021,0,11,43,269,1011,2198
9,4/21/2016,Thursday,10080,6.75,6.75,0,1.850000024,1.529999971,3.380000114,0,23,26,208,761,2048
9,4/22/2016,Friday,7804,5.159999847,5.159999847,0,0.560000002,1.679999948,2.920000076,0,9,27,206,781,1946
9,4/23/2016,Saturday,16901,11.36999989,11.36999989,0,2.779999971,1.450000048,7.150000095,0,32,35,360,591,2629
9,4/24/2016,Sunday,9471,6.260000229,6.260000229,0,0,0,6.260000229,0,0,0,360,584,2187
9,4/25/2016,Monday,9482,6.380000114,6.380000114,0,1.269999981,0.519999981,4.599999905,0,15,11,277,653,2095
9,4/26/2016,Tuesday,5980,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,227,732,1861
9,4/27/2016,Wednesday,11423,7.579999924,7.579999924,0,1.860000014,0.400000006,5.320000172,0,26,9,295,623,2194
9,4/28/2016,Thursday,5439,3.599999905,3.599999905,0,0,0,3.599999905,0,0,0,229,764,1854
9,4/29/2016,Friday,42,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,4,2,403
10,4/12/2016,Tuesday,8796,5.909999847,5.909999847,0,0.109999999,0.930000007,4.880000114,0,2,21,356,1061,1982
10,4/13/2016,Wednesday,7618,5.119999886,5.119999886,0,0,0.219999999,4.880000114,0.02,0,8,404,1028,2004
10,4/14/2016,Thursday,7910,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,331,1109,1893
10,4/15/2016,Friday,8482,5.699999809,5.699999809,0,0,0,5.690000057,0.01,0,0,448,992,2063
10,4/16/2016,Saturday,9685,6.650000095,6.650000095,0,3.109999895,0.02,3.50999999,0.01,47,1,305,1087,2148
10,4/17/2016,Sunday,2524,1.700000048,1.700000048,0,0,0.349999994,1.340000033,0,0,8,160,1272,1529
10,4/18/2016,Monday,7762,5.239999771,5.239999771,0,0.07,0.280000001,4.889999866,0,1,6,311,1122,1890
10,4/19/2016,Tuesday,7948,5.369999886,5.369999886,0,0,0,5.360000134,0,0,0,389,1051,1956
10,4/20/2016,Wednesday,9202,6.300000191,6.300000191,0,1.50999999,0.119999997,4.659999847,0.01,22,5,378,1035,2094
10,4/21/2016,Thursday,8859,5.980000019,5.980000019,0,0.129999995,0.370000005,5.46999979,0.01,2,10,371,1057,1970
10,4/22/2016,Friday,7286,4.900000095,4.900000095,0,0.460000008,0,4.420000076,0.02,46,0,366,1028,2241
10,4/23/2016,Saturday,9317,6.349999905,6.349999905,0,2.089999914,0.230000004,4.019999981,0.01,28,5,330,1077,2021
10,4/24/2016,Sunday,6873,4.679999828,4.679999828,0,3,0.059999999,1.620000005,0,46,1,190,1203,1898
10,4/25/2016,Monday,7373,4.949999809,4.949999809,0,0,0,4.949999809,0,0,0,359,1081,1907
10,4/26/2016,Tuesday,8242,5.539999962,5.539999962,0,0.119999997,0.180000007,5.239999771,0,2,5,309,1124,1882
10,4/27/2016,Wednesday,3516,2.359999895,2.359999895,0,0,0,2.359999895,0,46,0,197,1197,1966
10,4/28/2016,Thursday,7913,5.409999847,5.409999847,0,2.160000086,0.340000004,2.910000086,0,28,7,213,1192,1835
10,4/29/2016,Friday,7365,4.949999809,4.949999809,0,1.360000014,1.409999967,2.180000067,0,20,23,206,1191,1780
10,4/30/2016,Saturday,8452,5.679999828,5.679999828,0,0.330000013,1.080000043,4.260000229,0.01,5,20,248,1167,1830
10,5/1/2016,Sunday,7399,4.96999979,4.96999979,0,0.49000001,1.039999962,3.440000057,0,7,18,196,1219,1739
10,5/2/2016,Monday,7525,5.059999943,5.059999943,0,0,0.209999993,4.829999924,0.02,0,7,334,1099,1878
10,5/3/2016,Tuesday,7412,4.980000019,4.980000019,0,0.059999999,0.25,4.659999847,0.01,1,6,363,1070,1906
10,5/4/2016,Wednesday,8278,5.559999943,5.559999943,0,0,0,5.559999943,0,0,0,420,1020,2015
10,5/5/2016,Thursday,8314,5.610000134,5.610000134,0,0.779999971,0.800000012,4.03000021,0,13,23,311,1093,1971
10,5/6/2016,Friday,7063,4.75,4.75,0,0,0.119999997,4.610000134,0.01,0,5,370,1065,1910
10,5/7/2016,Saturday,4940,3.380000114,3.380000114,0,2.279999971,0.550000012,0.550000012,0,75,11,52,1302,1897
10,5/8/2016,Sunday,8168,5.539999962,5.539999962,0,2.900000095,0,2.640000105,0,46,0,326,1068,2096
10,5/9/2016,Monday,7726,5.190000057,5.190000057,0,0,0,5.190000057,0,0,0,345,1095,1906
10,5/10/2016,Tuesday,8275,5.559999943,5.559999943,0,0,0,5.550000191,0.01,0,0,373,1067,1962
10,5/11/2016,Wednesday,6440,4.329999924,4.329999924,0,0,0,4.320000172,0.01,0,0,319,1121,1826
10,5/12/2016,Thursday,7566,5.110000134,5.110000134,0,0,0,5.110000134,0,0,0,268,720,1431
11,4/12/2016,Tuesday,4747,3.24000001,3.24000001,0,0,0,3.230000019,0.01,0,0,280,1160,1788
11,4/13/2016,Wednesday,9715,6.630000114,6.630000114,0,0.99000001,0.340000004,5.269999981,0.02,16,8,371,1045,2093
11,4/14/2016,Thursday,8844,6.03000021,6.03000021,0,0.340000004,1.029999971,4.650000095,0.01,6,25,370,1039,2065
11,4/15/2016,Friday,7451,5.079999924,5.079999924,0,0,0,5.059999943,0.02,0,0,335,1105,1908
11,4/16/2016,Saturday,6905,4.730000019,4.730000019,0,0,0,4.699999809,0.029999999,0,0,356,1084,1908
11,4/17/2016,Sunday,8199,5.880000114,5.880000114,0,1.409999967,0.100000001,4.360000134,0.01,11,2,322,1105,1964
11,4/18/2016,Monday,6798,4.639999866,4.639999866,0,1.080000043,0.200000003,3.349999905,0,20,7,343,1070,2014
11,4/19/2016,Tuesday,7711,5.260000229,5.260000229,0,0,0,5.239999771,0.02,0,0,376,1064,1985
11,4/20/2016,Wednesday,4880,3.329999924,3.329999924,0,0.839999974,0.090000004,2.380000114,0.02,15,3,274,1148,1867
11,4/21/2016,Thursday,8857,6.070000172,6.070000172,0,1.149999976,0.25999999,4.639999866,0.01,18,9,376,1037,2124
11,4/22/2016,Friday,3843,2.619999886,2.619999886,0,0,0,2.609999895,0.01,0,0,206,1234,1669
11,4/23/2016,Saturday,7396,5.070000172,5.070000172,0,1.399999976,0.079999998,3.579999924,0,20,2,303,1115,1995
11,4/24/2016,Sunday,6731,4.590000153,4.590000153,0,0.889999986,0.189999998,3.49000001,0.02,14,7,292,1127,1921
11,4/25/2016,Monday,5995,4.090000153,4.090000153,0,0,0,4.090000153,0,0,0,416,1024,2010
11,4/26/2016,Tuesday,8283,5.789999962,5.789999962,0,1.850000024,0.050000001,3.869999886,0.01,22,2,333,1083,2057
11,4/27/2016,Wednesday,7904,5.420000076,5.420000076,0,1.580000043,0.629999995,3.190000057,0.01,24,13,346,1057,2095
11,4/28/2016,Thursday,5512,3.75999999,3.75999999,0,0,0,3.75999999,0,0,0,385,1055,1972
11,4/29/2016,Friday,9135,6.230000019,6.230000019,0,0,0,6.21999979,0.01,0,0,402,1038,2044
11,4/30/2016,Saturday,5250,3.579999924,3.579999924,0,1.059999943,0.090000004,2.420000076,0.01,17,4,300,1119,1946
11,5/1/2016,Sunday,3077,2.099999905,2.099999905,0,0,0,2.089999914,0,0,0,172,842,1237
12,4/12/2016,Tuesday,8856,5.980000019,5.980000019,0,3.059999943,0.910000026,2.00999999,0,44,19,131,777,1450
12,4/13/2016,Wednesday,10035,6.710000038,6.710000038,0,2.029999971,2.130000114,2.549999952,0,31,46,153,754,1495
12,4/14/2016,Thursday,7641,5.110000134,5.110000134,0,0.319999993,0.970000029,3.819999933,0,5,23,214,801,1433
12,4/15/2016,Friday,9010,6.059999943,6.059999943,0,1.049999952,1.75,3.25999999,0,15,42,183,644,1468
12,4/16/2016,Saturday,13459,9,9,0,2.029999971,4,2.970000029,0,31,83,153,663,1625
12,4/17/2016,Sunday,10415,6.96999979,6.96999979,0,0.699999988,2.349999905,3.920000076,0,11,58,205,600,1529
12,4/18/2016,Monday,11663,7.800000191,7.800000191,0,0.25,3.730000019,3.819999933,0,4,95,214,605,1584
12,4/19/2016,Tuesday,12414,8.779999733,8.779999733,0,2.24000001,2.450000048,3.960000038,0,19,67,221,738,1638
12,4/20/2016,Wednesday,11658,7.829999924,7.829999924,0,0.200000003,4.349999905,3.279999971,0,2,98,164,845,1554
12,4/21/2016,Thursday,6093,4.079999924,4.079999924,0,0,0,4.059999943,0,0,0,242,712,1397
12,4/22/2016,Friday,8911,5.960000038,5.960000038,0,2.329999924,0.579999983,3.059999943,0,33,12,188,731,1481
12,4/23/2016,Saturday,12058,8.069999695,8.069999695,0,0,4.21999979,3.849999905,0,0,92,252,724,1638
12,4/24/2016,Sunday,14112,10,10,0,3.269999981,4.559999943,2.170000076,0,30,95,129,660,1655
12,4/25/2016,Monday,11177,8.479999542,8.479999542,0,5.619999886,0.430000007,2.410000086,0,50,9,133,781,1570
12,4/26/2016,Tuesday,11388,7.619999886,7.619999886,0,0.449999988,4.21999979,2.950000048,0,7,95,170,797,1551
12,4/27/2016,Wednesday,7193,5.039999962,5.039999962,0,0,0.419999987,4.619999886,0,0,10,176,714,1377
12,4/28/2016,Thursday,7114,4.880000114,4.880000114,0,1.370000005,0.289999992,3.220000029,0,15,8,190,804,1407
12,4/29/2016,Friday,10645,7.75,7.75,0,3.74000001,1.299999952,2.710000038,0,36,32,150,744,1545
12,4/30/2016,Saturday,13238,9.199999809,9.199999809,0,3.690000057,2.099999905,3.410000086,0,43,52,194,687,1650
12,5/1/2016,Sunday,10414,7.070000172,7.070000172,0,2.670000076,1.980000019,2.410000086,0,41,40,124,691,1501
12,5/2/2016,Monday,16520,11.05000019,11.05000019,0,1.539999962,6.480000019,3.019999981,0,24,143,176,713,1760
12,5/3/2016,Tuesday,14335,9.590000153,9.590000153,0,3.319999933,1.74000001,4.53000021,0,47,41,258,594,1710
12,5/4/2016,Wednesday,13559,9.43999958,9.43999958,0,1.809999943,4.579999924,2.890000105,0,14,96,142,852,1628
12,5/5/2016,Thursday,12312,8.579999924,8.579999924,0,1.75999999,4.110000134,2.710000038,0,14,88,178,680,1618
12,5/6/2016,Friday,11677,8.279999733,8.279999733,0,3.109999895,2.50999999,2.670000076,0,29,55,168,676,1590
12,5/7/2016,Saturday,11550,7.730000019,7.730000019,0,0,4.130000114,3.589999914,0,0,86,208,703,1574
12,5/8/2016,Sunday,13585,9.090000153,9.090000153,0,0.680000007,5.239999771,3.170000076,0,9,116,171,688,1633
12,5/9/2016,Monday,14687,10.07999992,10.07999992,0,0.769999981,5.599999905,3.549999952,0,8,122,151,1159,1667
12,5/10/2016,Tuesday,13072,8.779999733,8.779999733,0,0.07,5.400000095,3.309999943,0,1,115,196,676,1630
12,5/11/2016,Wednesday,746,0.5,0.5,0,0.370000005,0,0.129999995,0,4,0,9,13,52
13,4/12/2016,Tuesday,8539,6.119999886,6.119999886,0,0.150000006,0.239999995,5.679999828,0,4,15,331,712,3654
13,4/13/2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1981
13,4/14/2016,Thursday,108,0.079999998,0.079999998,0,0,0,0.029999999,0,0,0,3,1437,2011
13,4/15/2016,Friday,1882,1.350000024,1.350000024,0,0.209999993,0.360000014,0.769999981,0,36,18,87,1299,2951
13,4/16/2016,Saturday,1982,1.419999957,1.419999957,0,0.449999988,0.370000005,0.589999974,0,65,21,55,1222,3051
13,4/17/2016,Sunday,16,0.01,0.01,0,0,0,0.01,0,0,0,2,1438,1990
13,4/18/2016,Monday,62,0.039999999,0.039999999,0,0,0,0.039999999,0,0,0,2,1438,1995
13,4/19/2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/20/2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/21/2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/22/2016,Friday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/23/2016,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/24/2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/25/2016,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/26/2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/27/2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/28/2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/29/2016,Friday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,4/30/2016,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,5/1/2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1980
13,5/2/2016,Monday,475,0.340000004,0.340000004,0,0,0.039999999,0.289999992,0,0,11,31,1350,2207
13,5/3/2016,Tuesday,4496,3.220000029,3.220000029,0,0,0,3.150000095,0.050000001,0,0,174,950,2828
13,5/4/2016,Wednesday,10252,7.349999905,7.349999905,0,0.670000017,1.039999962,5.579999924,0,13,46,346,531,3879
13,5/5/2016,Thursday,11728,8.430000305,8.430000305,0,2.619999886,1.679999948,4.039999962,0.07,38,42,196,916,3429
13,5/6/2016,Friday,4369,3.130000114,3.130000114,0,0,0,3.099999905,0.01,0,0,177,855,2704
13,5/7/2016,Saturday,6132,4.400000095,4.400000095,0,0,0,3.579999924,0,0,0,184,1256,2975
13,5/8/2016,Sunday,5862,4.199999809,4.199999809,0,0,0,4.150000095,0,0,0,263,775,3089
13,5/9/2016,Monday,4556,3.269999981,3.269999981,0,0.200000003,0.119999997,2.940000057,0,3,5,173,1225,2785
13,5/10/2016,Tuesday,5546,3.980000019,3.980000019,0,0,0,3.869999886,0.039999999,0,0,206,774,2926
13,5/11/2016,Wednesday,3689,2.650000095,2.650000095,0,0.109999999,0.170000002,2.329999924,0,2,8,134,1296,2645
13,5/12/2016,Thursday,590,0.419999987,0.419999987,0,0,0,0.409999996,0,0,0,21,721,1120
14,4/12/2016,Tuesday,5394,4.03000021,4.03000021,0,0,0,3.940000057,0,0,0,164,1276,2286
14,4/13/2016,Wednesday,5974,4.46999979,4.46999979,0,0,0,4.369999886,0,0,0,160,1280,2306
14,4/14/2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,1776
14,4/15/2016,Friday,3984,2.950000048,2.950000048,0,0.209999993,0.25999999,2.440000057,0,3,6,88,873,1527
15,4/12/2016,Tuesday,7753,5.199999809,5.199999809,0,0,0,0,0,0,0,0,1440,2115
15,4/13/2016,Wednesday,8204,5.5,5.5,0,0.529999971,0.589999974,1.309999943,0,8,15,96,1234,2135
15,4/14/2016,Thursday,10210,6.880000114,6.880000114,0,0.109999999,0.330000013,6.440000057,0,1,9,339,589,2302
15,4/15/2016,Friday,5664,3.799999952,3.799999952,0,0,0,3.799999952,0,0,0,228,752,1985
15,4/16/2016,Saturday,4744,3.180000067,3.180000067,0,0,0,3.180000067,0,0,0,194,724,1884
15,4/17/2016,Sunday,29,0.02,0.02,0,0,0,0.02,0,0,0,3,1363,1464
15,4/18/2016,Monday,2276,1.549999952,1.549999952,0,0.07,0.330000013,1.120000005,0,1,9,58,824,1632
15,4/19/2016,Tuesday,8925,5.989999771,5.989999771,0,0,0,5.989999771,0,0,0,311,604,2200
15,4/20/2016,Wednesday,8954,6.010000229,6.010000229,0,0,0.680000007,5.309999943,0,0,18,306,671,2220
15,4/21/2016,Thursday,3702,2.480000019,2.480000019,0,0,0,0.349999994,0,0,0,34,1265,1792
15,4/22/2016,Friday,4500,3.019999981,3.019999981,0,0.059999999,0.810000002,2.150000095,0,1,19,176,709,1886
15,4/23/2016,Saturday,4935,3.309999943,3.309999943,0,0,0,3.309999943,0,0,0,233,546,1945
15,4/24/2016,Sunday,4081,2.74000001,2.74000001,0,0.059999999,0.200000003,2.470000029,0,1,5,191,692,1880
15,4/25/2016,Monday,9259,6.210000038,6.210000038,0,0,0.280000001,5.929999828,0,0,8,390,544,2314
15,4/26/2016,Tuesday,9899,6.639999866,6.639999866,0,0.569999993,0.920000017,5.150000095,0,8,21,288,649,2236
15,4/27/2016,Wednesday,10780,7.230000019,7.230000019,0,0.409999996,1.919999957,4.909999847,0,6,47,300,680,2324
15,4/28/2016,Thursday,10817,7.28000021,7.28000021,0,1.00999999,0.330000013,5.940000057,0,13,8,359,552,2367
15,4/29/2016,Friday,7990,5.360000134,5.360000134,0,0.449999988,0.790000021,4.119999886,0,6,18,289,624,2175
15,4/30/2016,Saturday,8221,5.519999981,5.519999981,0,0.400000006,1.610000014,3.50999999,0,6,38,196,695,2092
15,5/1/2016,Sunday,1251,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,67,836,1593
15,5/2/2016,Monday,9261,6.239999771,6.239999771,0,0,0.439999998,5.710000038,0,0,11,344,585,2270
15,5/3/2016,Tuesday,9648,6.46999979,6.46999979,0,0.579999983,1.070000052,4.829999924,0,8,26,287,669,2235
15,5/4/2016,Wednesday,10429,7.019999981,7.019999981,0,0.589999974,0.579999983,5.849999905,0,8,13,313,1106,2282
15,5/5/2016,Thursday,13658,9.489999771,9.489999771,0,2.630000114,1.409999967,5.449999809,0,27,34,328,957,2530
15,5/6/2016,Friday,9524,6.420000076,6.420000076,0,0.409999996,0.469999999,5.460000038,0,6,11,314,692,2266
15,5/7/2016,Saturday,7937,5.329999924,5.329999924,0,0.189999998,1.049999952,4.079999924,0,3,28,279,586,2158
15,5/8/2016,Sunday,3672,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,153,603,1792
15,5/9/2016,Monday,10378,6.960000038,6.960000038,0,0.140000001,0.560000002,6.25,0,2,14,374,490,2345
15,5/10/2016,Tuesday,9487,6.369999886,6.369999886,0,0.209999993,0.460000008,5.699999809,0,3,12,329,555,2260
15,5/11/2016,Wednesday,9129,6.130000114,6.130000114,0,0.200000003,0.74000001,5.179999828,0,3,18,311,574,2232
15,5/12/2016,Thursday,17,0.01,0.01,0,0,0,0.01,0,0,0,2,0,257
16,4/12/2016,Tuesday,10122,7.78000021,7.78000021,0,0,0,0,0,0,0,0,1440,2955
16,4/13/2016,Wednesday,10993,8.449999809,8.449999809,0,0.059999999,0.629999995,3.880000114,0,1,14,150,1275,3092
16,4/14/2016,Thursday,8863,6.820000172,6.820000172,0,0.129999995,1.070000052,5.619999886,0,10,35,219,945,2998
16,4/15/2016,Friday,8758,6.730000019,6.730000019,0,0,0,6.730000019,0,0,0,299,837,3066
16,4/16/2016,Saturday,6580,5.059999943,5.059999943,0,0.209999993,0.400000006,4.449999809,0,6,9,253,609,3073
16,4/17/2016,Sunday,4660,3.579999924,3.579999924,0,0,0,3.579999924,0,0,0,201,721,2572
16,4/18/2016,Monday,11009,9.100000381,9.100000381,0,3.559999943,0.400000006,5.139999866,0,27,8,239,1017,3274
16,4/19/2016,Tuesday,10181,7.829999924,7.829999924,0,1.370000005,0.689999998,5.769999981,0,20,16,249,704,3015
16,4/20/2016,Wednesday,10553,8.119999886,8.119999886,0,1.100000024,1.720000029,5.289999962,0,19,42,228,696,3083
16,4/21/2016,Thursday,10055,7.730000019,7.730000019,0,0.370000005,0.389999986,6.980000019,0,7,12,272,853,3069
16,4/22/2016,Friday,12139,9.340000153,9.340000153,0,3.299999952,1.110000014,4.920000076,0,77,25,220,945,3544
16,4/23/2016,Saturday,13236,10.18000031,10.18000031,0,4.5,0.319999993,5.349999905,0,58,5,215,749,3306
16,4/24/2016,Sunday,10243,7.880000114,7.880000114,0,1.080000043,0.50999999,6.300000191,0,14,8,239,584,2885
16,4/25/2016,Monday,12961,9.970000267,9.970000267,0,0.730000019,1.399999976,7.840000153,0,11,31,301,1054,3288
16,4/26/2016,Tuesday,9461,7.28000021,7.28000021,0,0.939999998,1.059999943,5.269999981,0,14,23,224,673,2929
16,4/27/2016,Wednesday,11193,8.609999657,8.609999657,0,0.699999988,2.50999999,5.389999866,0,11,48,241,684,3074
16,4/28/2016,Thursday,10074,7.75,7.75,0,1.289999962,0.430000007,6.03000021,0,19,9,234,878,2969
16,4/29/2016,Friday,9232,7.099999905,7.099999905,0,0.800000012,0.889999986,5.420000076,0,13,16,236,1175,2979
16,4/30/2016,Saturday,12533,9.640000343,9.640000343,0,0.699999988,2,6.940000057,0,14,43,300,537,3283
16,5/1/2016,Sunday,10255,7.889999866,7.889999866,0,1.00999999,0.680000007,6.199999809,0,12,15,241,579,2926
16,5/2/2016,Monday,10096,8.399999619,8.399999619,0,3.769999981,0.079999998,4.550000191,0,33,4,204,935,3147
16,5/3/2016,Tuesday,12727,9.789999962,9.789999962,0,1.129999995,0.779999971,7.880000114,0,18,18,306,984,3290
16,5/4/2016,Wednesday,12375,9.520000458,9.520000458,0,2.789999962,0.930000007,5.800000191,0,35,21,251,632,3162
16,5/5/2016,Thursday,9603,7.380000114,7.380000114,0,0.629999995,1.669999957,5.090000153,0,12,39,199,896,2899
16,5/6/2016,Friday,13175,10.13000011,10.13000011,0,2.109999895,2.089999914,5.929999828,0,33,45,262,1100,3425
16,5/7/2016,Saturday,22770,17.54000092,17.54000092,0,9.449999809,2.769999981,5.329999924,0,120,56,260,508,4022
16,5/8/2016,Sunday,17298,14.38000011,14.38000011,0,9.890000343,1.25999999,3.230000019,0,107,38,178,576,3934
16,5/9/2016,Monday,10218,7.860000134,7.860000134,0,0.340000004,0.730000019,6.789999962,0,6,19,258,1020,3013
16,5/10/2016,Tuesday,10299,7.920000076,7.920000076,0,0.810000002,0.649999976,6.460000038,0,13,14,267,648,3061
16,5/11/2016,Wednesday,10201,7.840000153,7.840000153,0,0.529999971,0.790000021,6.53000021,0,8,18,256,858,2954
16,5/12/2016,Thursday,3369,2.589999914,2.589999914,0,0,0,2.589999914,0,0,0,108,825,1623
17,4/12/2016,Tuesday,3276,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,196,787,2113
17,4/13/2016,Wednesday,2961,1.99000001,1.99000001,0,0,0,1.99000001,0,0,0,194,840,2095
17,4/14/2016,Thursday,3974,2.670000076,2.670000076,0,0,0,2.670000076,0,0,0,231,717,2194
17,4/15/2016,Friday,7198,4.829999924,4.829999924,0,0,0,4.829999924,0,0,0,350,711,2496
17,4/16/2016,Saturday,3945,2.650000095,2.650000095,0,0,0,2.650000095,0,0,0,225,716,2180
17,4/17/2016,Sunday,2268,1.519999981,1.519999981,0,0,0,1.519999981,0,0,0,114,1219,1933
17,4/18/2016,Monday,6155,4.239999771,4.239999771,0,2,0.289999992,1.950000048,0,25,6,162,1247,2248
17,4/19/2016,Tuesday,2064,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,121,895,1954
17,4/20/2016,Wednesday,2072,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,137,841,1974
17,4/21/2016,Thursday,3809,2.559999943,2.559999943,0,0,0,2.539999962,0,0,0,215,756,2150
17,4/22/2016,Friday,6831,4.579999924,4.579999924,0,0,0,4.579999924,0,0,0,317,706,2432
17,4/23/2016,Saturday,4363,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,201,1239,2149
17,4/24/2016,Sunday,5002,3.359999895,3.359999895,0,0,0,3.359999895,0,0,0,244,1196,2247
17,4/25/2016,Monday,3385,2.269999981,2.269999981,0,0,0,2.269999981,0,0,0,179,916,2070
17,4/26/2016,Tuesday,6326,4.409999847,4.409999847,0,2.410000086,0.039999999,1.960000038,0,29,1,180,839,2291
17,4/27/2016,Wednesday,7243,5.03000021,5.03000021,0,2.619999886,0.029999999,2.380000114,0,32,1,194,839,2361
17,4/28/2016,Thursday,4493,3.00999999,3.00999999,0,0,0,3.00999999,0,0,0,236,762,2203
17,4/29/2016,Friday,4676,3.140000105,3.140000105,0,0,0,3.130000114,0,0,0,226,1106,2196
17,4/30/2016,Saturday,6222,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,290,797,2363
17,5/1/2016,Sunday,5232,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,240,741,2246
17,5/2/2016,Monday,6910,4.75,4.75,0,2.210000038,0.189999998,2.349999905,0,27,4,200,667,2336
17,5/3/2016,Tuesday,7502,5.179999828,5.179999828,0,2.480000019,0.109999999,2.579999924,0,30,2,233,725,2421
17,5/4/2016,Wednesday,2923,1.960000038,1.960000038,0,0,0,1.960000038,0,0,0,180,897,2070
17,5/5/2016,Thursday,3800,2.549999952,2.549999952,0,0.119999997,0.239999995,2.180000067,0,2,6,185,734,2120
17,5/6/2016,Friday,4514,3.029999971,3.029999971,0,0,0,3.029999971,0,0,0,229,809,2211
17,5/7/2016,Saturday,5183,3.589999914,3.589999914,0,2.130000114,0.189999998,1.25,0,26,4,108,866,2123
17,5/8/2016,Sunday,7303,4.900000095,4.900000095,0,0,0.25,4.650000095,0,0,8,308,733,2423
17,5/9/2016,Monday,5275,3.539999962,3.539999962,0,0,0,3.539999962,0,0,0,266,641,2281
17,5/10/2016,Tuesday,3915,2.630000114,2.630000114,0,0,0,2.630000114,0,0,0,231,783,2181
17,5/11/2016,Wednesday,9105,6.110000134,6.110000134,0,2.25,1,2.859999895,0,34,22,232,622,2499
17,5/12/2016,Thursday,768,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,58,380,1212
18,4/12/2016,Tuesday,5135,3.390000105,3.390000105,0,0,0,3.390000105,0,0,0,318,1122,1909
18,4/13/2016,Wednesday,4978,3.289999962,3.289999962,0,1.24000001,0.439999998,1.610000014,0,19,7,127,1287,1722
18,4/14/2016,Thursday,6799,4.489999771,4.489999771,0,0,0,4.489999771,0,0,0,279,1161,1922
18,4/15/2016,Friday,7795,5.150000095,5.150000095,0,0.589999974,0.839999974,3.730000019,0,17,30,262,1131,2121
18,4/16/2016,Saturday,7289,4.820000172,4.820000172,0,0.550000012,0.75,3.5,0,8,12,308,1112,1997
18,4/17/2016,Sunday,9634,6.400000095,6.400000095,0,0.550000012,1.139999986,4.710000038,0,7,19,304,1110,2117
18,4/18/2016,Monday,8940,5.909999847,5.909999847,0,0.980000019,0.930000007,4,0,14,15,331,1080,2116
18,4/19/2016,Tuesday,5401,3.569999933,3.569999933,0,0.050000001,0.360000014,3.160000086,0,1,9,248,1182,1876
